name,id
F3,NM_001993
F5,NM_000130
F7,NM_000131
F7,NM_001267554
F7,NM_019616
F7,NR_051961
F7,XM_054374164
F7,XM_054374165
F7,XM_054374166
F7,XM_054374167
F7,XM_054374168
F8,NM_000132
F8,NM_019863
F8A1,NM_012151
F8A2,NM_001007523
F8A3,NM_001007524
F9,NM_000133
F9,NM_001313913
F9,XM_054326682
FA2H,NM_024306
FA2H,XM_054313906
FA2H,XM_054313907
FAAH,NM_001441
FAAH2,NM_001353840
FAAH2,NM_001353841
FAAH2,NM_174912
FAAH2,NR_148557
FAAH2,NR_148564
FAAH2,XM_054326529
FAAH2,XM_054326530
FAAH2,XM_054326531
FAAH2,XM_054326532
FAAH2,XM_054326533
FAAH2,XM_054326534
FAAH2,XM_054326535
FAAH2,XM_054326536
FAAH2,XM_054326537
FAAH2,XM_054326538
FAAH2,XM_054326539
FAAH2,XM_054326540
FAAH2,XM_054326541
FAAHP1,NR_045483
FAAP100,NM_025161
FAAP100,NR_033338
FAAP100,XM_054317404
FAAP100,XM_054317405
FAAP100,XM_054317406
FAAP100,XM_054317407
FAAP20,NM_001146310
FAAP20,NM_001256945
FAAP20,NM_001256946
FAAP20,NM_001256947
FAAP20,NM_001282670
FAAP20,NM_001282671
FAAP20,NM_001282672
FAAP20,NM_001282673
FAAP20,NM_182533
FAAP20,NR_046427
FAAP20,XM_054334904
FAAP20,XM_054334905
FAAP20,XM_054334906
FAAP20,XM_054334907
FAAP20,XM_054334908
FAAP20,XM_054334909
FAAP20,XM_054334910
FAAP20,XM_054334911
FAAP20,XM_054334912
FAAP20,XM_054334913
FAAP20,XM_054334914
FAAP20,XM_054334915
FAAP20,XM_054334916
FAAP20,XM_054334917
FAAP24,NM_001300978
FAAP24,NM_152266
FAAP24,XM_054322582
FABP1,NM_001443
FABP1,XM_054341028
FABP12,NM_001105281
FABP12,NR_144370
FABP12,XM_054361013
FABP12,XM_054361014
FABP2,NM_000134
FABP3,NM_001320996
FABP3,NM_004102
FABP3,XM_054335131
FABP4,NM_001442
FABP5,NM_001444
FABP5P3,NR_002935
FABP6,NM_001040442
FABP6,NM_001130958
FABP6,NM_001445
FABP6-AS1,XR_007076053
FABP6-AS1,XR_007076054
FABP7,NM_001319039
FABP7,NM_001319041
FABP7,NM_001319042
FABP7,NM_001446
FABP9,NM_001080526
FADD,NM_003824
FADS1,NM_013402
FADS1,XM_054368748
FADS1,XM_054368749
FADS2,NM_001281501
FADS2,NM_001281502
FADS2,NM_004265
FADS2,XM_054370543
FADS3,NM_021727
FADS3,XM_054368750
FADS3,XM_054368751
FADS3,XM_054368752
FADS3,XM_054368753
FADS6,NM_178128
FADS6,XM_054315729
FADS6,XM_054315730
FADS6,XM_054315731
FAF1,NM_007051
FAF1,XM_054333972
FAF1,XM_054333973
FAF1,XM_054333974
FAF1,XM_054333975
FAF1-AS1,XR_007070187
FAF1-AS1,XR_007070188
FAF1-AS1,XR_007070189
FAF1-AS1,XR_007070190
FAF1-AS1,XR_007070191
FAF2,NM_014613
FAF2,XM_054352174
FAH,NM_000137
FAH,NM_001374377
FAH,NM_001374380
FAHD1,NM_001018104
FAHD1,NM_001142398
FAHD1,NM_031208
FAHD1,XM_054314075
FAHD1,XM_054314076
FAHD2A,NM_016044
FAHD2A,XM_054342360
FAHD2A,XM_054342361
FAHD2A,XM_054342362
FAHD2A,XM_054342363
FAHD2A,XM_054342364
FAHD2A,XM_054342365
FAHD2A,XM_054342366
FAHD2A,XM_054342367
FAHD2A,XM_054342368
FAHD2A,XM_054342369
FAHD2A,XM_054342370
FAHD2A,XM_054342371
FAHD2A,XM_054342372
FAHD2A,XM_054342373
FAHD2A,XM_054342374
FAHD2A,XR_008486382
FAHD2B,NM_001320848
FAHD2B,NM_001320849
FAHD2B,NM_199336
FAHD2B,XM_054340780
FAHD2B,XM_054340781
FAHD2B,XM_054340782
FAHD2B,XM_054340783
FAHD2B,XM_054340784
FAHD2B,XM_054340785
FAHD2B,XM_054340786
FAHD2B,XM_054340787
FAHD2B,XM_054340788
FAHD2B,XM_054340789
FAHD2B,XM_054340790
FAHD2CP,NR_003698
FAIM,NM_001033030
FAIM,NM_001033031
FAIM,NM_001033032
FAIM,NM_018147
FAIM,XM_054347070
FAIM,XM_054347071
FAIM2,NM_012306
FAIM2,XM_054371466
FAIM2,XM_054371467
FALEC,NR_051960
FAM104A,NM_001098832
FAM104A,NM_001289410
FAM104A,NM_001289411
FAM104A,NM_001289412
FAM104A,NM_032837
FAM104A,XM_054317581
FAM104A,XM_054317582
FAM104B,NM_001166699
FAM104B,NM_001166700
FAM104B,NM_001166701
FAM104B,NM_001166702
FAM104B,NM_001166703
FAM104B,NM_001166704
FAM104B,NM_138362
FAM104B,NR_030722
FAM104B,XM_054328080
FAM104B,XM_054328081
FAM104B,XM_054328082
FAM104B,XM_054328083
FAM106A,NR_170998
FAM106B,NR_172097
FAM106C,NR_170993
FAM107A,NM_001076778
FAM107A,NM_001282713
FAM107A,NM_001282714
FAM107A,NM_007177
FAM107A,XM_054345087
FAM107B,NM_001282695
FAM107B,NM_001282696
FAM107B,NM_001282697
FAM107B,NM_001282698
FAM107B,NM_001282699
FAM107B,NM_001282700
FAM107B,NM_001282701
FAM107B,NM_001282702
FAM107B,NM_001282703
FAM107B,NM_001320735
FAM107B,NM_001320736
FAM107B,NM_001320737
FAM107B,NM_001320738
FAM107B,NM_001320739
FAM107B,NM_001320740
FAM107B,NM_001320741
FAM107B,NM_031453
FAM107B,XM_054366882
FAM107B,XM_054366883
FAM107B,XM_054366884
FAM107B,XM_054366885
FAM107B,XM_054366886
FAM107B,XM_054366887
FAM107B,XM_054366888
FAM107B,XM_054366889
FAM107B,XM_054366890
FAM107B,XM_054366891
FAM107B,XM_054366892
FAM107B,XM_054366893
FAM110A,NM_001042353
FAM110A,NM_001289145
FAM110A,NM_001289146
FAM110A,NM_001289147
FAM110A,NM_031424
FAM110A,NM_207121
FAM110A,XM_054324097
FAM110A,XM_054324098
FAM110B,NM_001377989
FAM110B,NM_001377997
FAM110B,NM_001377998
FAM110B,NM_147189
FAM110B,XM_054361462
FAM110B,XM_054361463
FAM110C,NM_001077710
FAM110C,XM_054343344
FAM110C,XM_054343345
FAM110C,XM_054343346
FAM110C,XM_054343347
FAM110C,XM_054343348
FAM110C,XM_054343349
FAM110C,XR_008486486
FAM110D,NM_024869
FAM111A,NM_001142519
FAM111A,NM_001142520
FAM111A,NM_001142521
FAM111A,NM_001312909
FAM111A,NM_001312910
FAM111A,NM_001312911
FAM111A,NM_001369457
FAM111A,NM_001374804
FAM111A,NM_001374848
FAM111A,NM_001374849
FAM111A,NM_001374850
FAM111A,NM_001374851
FAM111A,NM_001374852
FAM111A,NM_001374853
FAM111A,NM_001374854
FAM111A,NM_001374855
FAM111A,NM_001374856
FAM111A,NM_001374857
FAM111A,NM_001374858
FAM111A,NM_001374859
FAM111A,NM_001374860
FAM111A,NM_001374861
FAM111A,NM_001374862
FAM111A,NM_001374863
FAM111A,NM_001374864
FAM111A,NM_001374865
FAM111A,NM_001374866
FAM111A,NM_001374867
FAM111A,NM_001374868
FAM111A,NM_001374869
FAM111A,NM_001374870
FAM111A,NM_022074
FAM111A,NM_198847
FAM111A-DT,NR_110184
FAM111B,NM_001142703
FAM111B,NM_001142704
FAM111B,NM_198947
FAM114A1,NM_001330764
FAM114A1,NM_001350631
FAM114A1,NM_001350632
FAM114A1,NM_001350633
FAM114A1,NM_001350634
FAM114A1,NM_001350635
FAM114A1,NM_001375792
FAM114A1,NM_001375793
FAM114A1,NM_138389
FAM114A1,NR_033290
FAM114A1,XM_054351251
FAM114A2,NM_001317993
FAM114A2,NM_001317994
FAM114A2,NM_001317995
FAM114A2,NM_018691
FAM114A2,XM_054351482
FAM114A2,XM_054351483
FAM114A2,XM_054351484
FAM114A2,XM_054351485
FAM114A2,XM_054351486
FAM114A2,XM_054351487
FAM114A2,XM_054351488
FAM114A2,XM_054351489
FAM114A2,XM_054351490
FAM114A2,XR_008487073
FAM114A2,XR_008487074
FAM117A,NM_001411126
FAM117A,NM_030802
FAM117A,XM_054317442
FAM117A,XM_054317443
FAM117A,XM_054317444
FAM117B,NM_173511
FAM118A,NM_001104595
FAM118A,NM_001349913
FAM118A,NM_001349914
FAM118A,NM_001349915
FAM118A,NM_001349916
FAM118A,NM_017911
FAM118A,NR_146323
FAM118A,XM_054325751
FAM118A,XM_054325752
FAM118A,XM_054325753
FAM118A,XM_054325754
FAM118A,XM_054325755
FAM118A,XM_054325756
FAM118A,XM_054325757
FAM118A,XM_054325758
FAM118A,XM_054325759
FAM118A,XM_054325760
FAM118A,XM_054325761
FAM118A,XM_054325762
FAM118A,XM_054325763
FAM118A,XM_054325764
FAM118A,XM_054325765
FAM118A,XM_054325766
FAM118A,XM_054325767
FAM118A,XM_054325768
FAM118A,XM_054325769
FAM118A,XR_008485401
FAM118A,XR_008485402
FAM118B,NM_001330446
FAM118B,NM_024556
FAM118B,XM_054369930
FAM118B,XM_054369931
FAM118B,XM_054369932
FAM118B,XM_054369933
FAM120A,NM_001286722
FAM120A,NM_001286723
FAM120A,NM_001286724
FAM120A,NM_014612
FAM120A,XM_054362501
FAM120A,XM_054362502
FAM120A,XM_054362503
FAM120A,XM_054362504
FAM120A,XM_054362505
FAM120A,XM_054362506
FAM120A,XM_054362507
FAM120A,XM_054362508
FAM120A,XM_054362509
FAM120A,XM_054362510
FAM120A,XM_054362511
FAM120A2P,NR_166069
FAM120AOS,NM_001322224
FAM120AOS,NM_198841
FAM120AOS,NR_136229
FAM120AOS,NR_136230
FAM120AOS,NR_136231
FAM120AOS,NR_136232
FAM120AOS,NR_136233
FAM120AOS,NR_136234
FAM120AOS,NR_136235
FAM120AOS,NR_136236
FAM120AOS,NR_136237
FAM120AOS,NR_136238
FAM120B,NM_001286379
FAM120B,NM_001286380
FAM120B,NM_001286381
FAM120B,NM_032448
FAM120B,XM_054356552
FAM120B,XM_054356553
FAM120B,XM_054356554
FAM120B,XM_054356555
FAM120B,XM_054356556
FAM120B,XM_054356557
FAM120B,XM_054356558
FAM120B,XM_054356559
FAM120B,XR_008487444
FAM120B,XR_008487445
FAM120B,XR_008487446
FAM120C,NM_001300788
FAM120C,NM_017848
FAM120C,NM_198456
FAM120C,XM_054327339
FAM124A,NM_001242312
FAM124A,NM_001330522
FAM124A,NM_145019
FAM124A,XM_054374194
FAM124A,XM_054374195
FAM124A,XM_054374196
FAM124B,NM_001122779
FAM124B,NM_024785
FAM124B,XM_054343994
FAM131A,NM_001171093
FAM131A,NM_001366133
FAM131A,NM_001366134
FAM131A,NM_144635
FAM131A,XM_054345217
FAM131A,XM_054345218
FAM131A,XM_054345219
FAM131B,NM_001031690
FAM131B,NM_001278297
FAM131B,NM_001371248
FAM131B,NM_001371249
FAM131B,NM_001371250
FAM131B,NM_001371251
FAM131B,NM_001371252
FAM131B,NM_001371253
FAM131B,NM_014690
FAM131B,XM_054359406
FAM131B,XM_054359407
FAM131B-AS1,NR_183342
FAM131B-AS2,NR_161353
FAM131C,NM_182623
FAM133A,NM_001171109
FAM133A,NM_001171110
FAM133A,NM_001171111
FAM133A,NM_173698
FAM133A,XM_054326902
FAM133A,XM_054326903
FAM133A,XM_054326904
FAM133A,XM_054326905
FAM133A,XM_054326906
FAM133A,XM_054326907
FAM133A,XM_054326908
FAM133A,XM_054326909
FAM133A,XM_054326910
FAM133A,XM_054326911
FAM133B,NM_001040057
FAM133B,NM_001288584
FAM133B,NM_152789
FAM133B,NR_109929
FAM133CP,NR_027508
FAM133DP,NR_034169
FAM135A,NM_001105531
FAM135A,NM_001162529
FAM135A,NM_001330995
FAM135A,NM_001330996
FAM135A,NM_001330997
FAM135A,NM_001330998
FAM135A,NM_001330999
FAM135A,NM_001331000
FAM135A,NM_001331001
FAM135A,NM_001331002
FAM135A,NM_001331003
FAM135A,NM_001331004
FAM135A,NM_001331005
FAM135A,NM_001331006
FAM135A,NM_001351599
FAM135A,NM_001351600
FAM135A,NM_001351602
FAM135A,NM_001351607
FAM135A,NM_001351608
FAM135A,NM_001351609
FAM135A,NM_020819
FAM135A,XM_054356067
FAM135A,XM_054356068
FAM135A,XM_054356069
FAM135A,XM_054356070
FAM135A,XM_054356071
FAM135A,XM_054356072
FAM135A,XM_054356073
FAM135A,XM_054356074
FAM135A,XM_054356075
FAM135A,XM_054356076
FAM135A,XM_054356077
FAM135A,XM_054356078
FAM135A,XM_054356079
FAM135A,XM_054356080
FAM135A,XM_054356081
FAM135A,XM_054356082
FAM135A,XM_054356083
FAM135A,XM_054356084
FAM135A,XM_054356085
FAM135A,XM_054356086
FAM135A,XM_054356087
FAM135A,XM_054356088
FAM135A,XM_054356089
FAM135A,XM_054356090
FAM135A,XM_054356091
FAM135A,XM_054356092
FAM135A,XM_054356093
FAM135A,XM_054356094
FAM135A,XM_054356095
FAM135A-AS1,NR_147708
FAM135B,NM_001362965
FAM135B,NM_015912
FAM135B,XM_054360536
FAM135B,XM_054360537
FAM135B,XM_054360538
FAM135B,XM_054360539
FAM135B,XM_054360540
FAM135B,XM_054360541
FAM135B,XM_054360542
FAM135B,XM_054360543
FAM135B,XM_054360544
FAM135B,XM_054360545
FAM135B,XM_054360546
FAM135B,XM_054360547
FAM135B,XM_054360548
FAM135B,XM_054360549
FAM135B,XM_054360550
FAM135B,XM_054360551
FAM136A,NM_001329752
FAM136A,NM_001329753
FAM136A,NM_001329755
FAM136A,NM_001329757
FAM136A,NM_001329758
FAM136A,NM_032822
FAM138B,NR_026821
FAM138C,NR_026822
FAM138D,NR_026823
FAM138E,NR_026819
FAM138F,NR_026820
FAM13A,NM_001015045
FAM13A,NM_001265578
FAM13A,NM_001265579
FAM13A,NM_001265580
FAM13A,NM_014883
FAM13A,XM_054348698
FAM13A,XM_054348699
FAM13A,XM_054348700
FAM13A,XM_054348701
FAM13A,XM_054348702
FAM13A,XM_054348703
FAM13A,XM_054348704
FAM13A,XM_054348705
FAM13A,XM_054348706
FAM13A,XM_054348707
FAM13A,XM_054348708
FAM13A,XM_054348709
FAM13A,XM_054348710
FAM13A,XM_054348711
FAM13A,XM_054348712
FAM13A,XM_054348713
FAM13A,XM_054348714
FAM13A,XM_054348715
FAM13A,XM_054348716
FAM13A-AS1,NR_002806
FAM13B,NM_001101800
FAM13B,NM_001101801
FAM13B,NM_001385866
FAM13B,NM_001385867
FAM13B,NM_001385868
FAM13B,NM_001385869
FAM13B,NM_001385870
FAM13B,NM_001385872
FAM13B,NM_001385873
FAM13B,NM_001385874
FAM13B,NM_001385921
FAM13B,NM_001385976
FAM13B,NM_001385977
FAM13B,NM_001385978
FAM13B,NM_001385979
FAM13B,NM_001385980
FAM13B,NM_001385991
FAM13B,NM_001385992
FAM13B,NM_001385994
FAM13B,NM_001385995
FAM13B,NM_001385996
FAM13B,NM_001385997
FAM13B,NM_001385998
FAM13B,NM_001385999
FAM13B,NM_016603
FAM13B,NR_169814
FAM13B,NR_169815
FAM13B,NR_169822
FAM13B,NR_169823
FAM13B,NR_169824
FAM13B,NR_169825
FAM13B,NR_169826
FAM13B,XM_054352761
FAM13B,XM_054352762
FAM13B,XM_054352763
FAM13B,XM_054352764
FAM13B,XM_054352765
FAM13B,XM_054352766
FAM13B,XM_054352767
FAM13B,XM_054352768
FAM13B,XM_054352769
FAM13B,XM_054352770
FAM13B,XM_054352771
FAM13B,XM_054352772
FAM13B,XM_054352773
FAM13B,XM_054352774
FAM13B-AS1,NR_037900
FAM13C,NM_001001971
FAM13C,NM_001143773
FAM13C,NM_001166698
FAM13C,NM_001347840
FAM13C,NM_001347842
FAM13C,NM_001347843
FAM13C,NM_001347844
FAM13C,NM_001347845
FAM13C,NM_001347846
FAM13C,NM_001347847
FAM13C,NM_001347848
FAM13C,NM_001347849
FAM13C,NM_001347850
FAM13C,NM_001347851
FAM13C,NM_001347852
FAM13C,NM_198215
FAM13C,XM_054365085
FAM13C,XM_054365086
FAM13C,XM_054365087
FAM13C,XM_054365088
FAM13C,XM_054365089
FAM13C,XM_054365090
FAM13C,XM_054365091
FAM13C,XM_054365092
FAM149A,NM_001006655
FAM149A,NM_001350178
FAM149A,NM_001350179
FAM149A,NM_001367768
FAM149A,NM_001395294
FAM149A,NM_015398
FAM149B1,NM_173348
FAM149B1,XM_054365696
FAM149B1,XM_054365697
FAM149B1,XM_054365698
FAM149B1,XM_054365699
FAM149B1,XM_054365700
FAM149B1,XM_054365701
FAM149B1,XM_054365702
FAM151A,NM_176782
FAM151A,XM_054336242
FAM151B,NM_205548
FAM151B,XM_054351910
FAM151B,XM_054351911
FAM151B,XM_054351912
FAM151B,XM_054351913
FAM151B,XM_054351914
FAM151B,XM_054351915
FAM151B,XM_054351916
FAM151B,XM_054351917
FAM151B-DT,NR_172938
FAM153A,NM_001394339
FAM153A,NM_001413826
FAM153A,NM_173663
FAM153A,NR_146226
FAM153A,NR_146227
FAM153A,XM_054352394
FAM153A,XM_054352395
FAM153A,XM_054352396
FAM153A,XM_054352397
FAM153A,XM_054352398
FAM153A,XM_054352399
FAM153A,XM_054352400
FAM153A,XM_054352401
FAM153A,XM_054352402
FAM153A,XM_054352403
FAM153A,XM_054352404
FAM153A,XM_054352405
FAM153A,XM_054352406
FAM153A,XM_054352407
FAM153A,XM_054352408
FAM153A,XM_054352409
FAM153A,XM_054352410
FAM153A,XM_054352411
FAM153A,XM_054352412
FAM153A,XM_054352413
FAM153A,XM_054352414
FAM153A,XM_054352415
FAM153A,XM_054352416
FAM153B,NR_169299
FAM153CP,NR_149722
FAM153CP,NR_159407
FAM153DP,XR_007087058
FAM156A,NM_001242489
FAM156A,NM_001242490
FAM156A,NM_001242491
FAM156A,NM_001242492
FAM156A,NM_001242493
FAM156A,NM_001242494
FAM156A,NM_001242495
FAM156A,NM_001242496
FAM156A,NM_001242497
FAM156A,NM_001377060
FAM156A,NM_001377061
FAM156A,NM_001377062
FAM156A,NM_001377063
FAM156A,NM_001387706
FAM156A,NM_014138
FAM156A,XM_054326914
FAM156A,XM_054326915
FAM156A,XM_054326916
FAM156A,XM_054326917
FAM156A,XM_054326918
FAM156A,XM_054326919
FAM156A,XM_054326920
FAM156B,NM_001099684
FAM156B,NM_001321178
FAM156B,NM_001321179
FAM156B,NM_001321180
FAM156B,NM_001321181
FAM156B,NM_001321182
FAM156B,NM_001321183
FAM156B,NM_001321186
FAM156B,NM_001321187
FAM156B,NM_001321188
FAM156B,XM_054327676
FAM156B,XM_054327677
FAM156B,XM_054327678
FAM156B,XM_054327679
FAM157A,NR_146164
FAM157B,NR_146178
FAM157C,NR_126161
FAM161A,NM_001201543
FAM161A,NM_032180
FAM161A,NR_037710
FAM161A,XM_054344120
FAM161A,XR_008486542
FAM161A,XR_008486543
FAM161A,XR_008486544
FAM161B,NM_152445
FAM161B,XM_054375465
FAM161B,XR_008488826
FAM162A,NM_014367
FAM162B,NM_001085480
FAM163A,NM_001329712
FAM163A,NM_001329713
FAM163A,NM_001329714
FAM163A,NM_001329715
FAM163A,NM_001329716
FAM163A,NM_001329717
FAM163A,NM_001329718
FAM163A,NM_001329719
FAM163A,NM_001393415
FAM163A,NM_001393416
FAM163A,NM_001393417
FAM163A,NM_001393418
FAM163A,NM_001393419
FAM163A,NM_001393420
FAM163A,NM_001393421
FAM163A,NM_001393422
FAM163A,NM_001393423
FAM163A,NM_173509
FAM163A,NR_138087
FAM163A,NR_138088
FAM163A,NR_138089
FAM163B,NM_001080515
FAM163B,NM_001371529
FAM163B,XM_054363517
FAM163B,XM_054363518
FAM163B,XM_054363519
FAM163B,XM_054363520
FAM163B,XM_054363521
FAM166A,NM_001001710
FAM166A,XM_054362975
FAM166A,XM_054362976
FAM166A,XM_054362977
FAM166A,XM_054362978
FAM166A,XM_054362979
FAM166A,XM_054362980
FAM166A,XM_054362981
FAM166B,NM_001099951
FAM166B,NM_001164310
FAM166B,NM_001287238
FAM166B,NM_001287239
FAM166B,XM_054363742
FAM166C,NM_001105519
FAM166C,NM_001322426
FAM166C,XM_054341714
FAM166C,XM_054341715
FAM166C,XM_054341716
FAM166C,XM_054341717
FAM166C,XM_054341718
FAM166C,XM_054341719
FAM166C,XM_054341720
FAM166C,XM_054341721
FAM166C,XM_054341722
FAM166C,XR_008486355
FAM167A,NM_053279
FAM167A,XM_054361324
FAM167A,XM_054361325
FAM167A,XM_054361326
FAM167A,XM_054361327
FAM167A-AS1,NR_026814
FAM167B,NM_032648
FAM168A,NM_001286050
FAM168A,NM_001286051
FAM168A,NM_015159
FAM168A,XM_054368190
FAM168A,XM_054368191
FAM168B,NM_001009993
FAM168B,NM_001321743
FAM168B,NM_001321744
FAM168B,NM_001321745
FAM168B,NM_001321746
FAM168B,NM_001321747
FAM168B,NM_001321748
FAM168B,XM_054340504
FAM168B,XM_054340505
FAM168B,XM_054340506
FAM168B,XM_054340507
FAM168B,XM_054340508
FAM168B,XM_054340509
FAM169A,NM_001376049
FAM169A,NM_001376050
FAM169A,NM_001376051
FAM169A,NM_001376052
FAM169A,NM_001376053
FAM169A,NM_001376054
FAM169A,NM_015566
FAM169A,NR_046462
FAM169A,NR_164753
FAM169A,NR_164754
FAM169A,XM_054352333
FAM169A,XM_054352334
FAM169A,XM_054352335
FAM169A,XM_054352336
FAM169A,XM_054352337
FAM169A-AS1,NR_134288
FAM169BP,NR_171054
FAM170A,NM_001163991
FAM170A,NM_001367956
FAM170A,NM_182761
FAM170B,NM_001164484
FAM170B-AS1,NR_038973
FAM171A1,NM_001010924
FAM171A1,XM_054365105
FAM171A1,XM_054365106
FAM171A1,XM_054365107
FAM171A2,NM_198475
FAM171A2,XM_054315780
FAM171B,NM_177454
FAM172A,NM_001163417
FAM172A,NM_001163418
FAM172A,NM_032042
FAM172A,NR_028080
FAM172A,XM_054353637
FAM172A,XM_054353638
FAM172A,XM_054353639
FAM172A,XM_054353640
FAM172A,XM_054353641
FAM172A,XM_054353642
FAM172A,XM_054353643
FAM172A,XM_054353644
FAM172A,XM_054353645
FAM172A,XM_054353646
FAM172A,XM_054353647
FAM172A,XM_054353648
FAM172A,XM_054353649
FAM172A,XM_054353650
FAM172A,XM_054353651
FAM172A,XM_054353652
FAM172A,XM_054353653
FAM172A,XM_054353654
FAM172A,XM_054353655
FAM172A,XM_054353656
FAM172A,XM_054353657
FAM172A,XM_054353658
FAM172A,XM_054353659
FAM172A,XM_054353660
FAM172A,XM_054353661
FAM172A,XM_054353662
FAM172A,XM_054353663
FAM172A,XM_054353664
FAM172A,XM_054353665
FAM172A,XM_054353666
FAM172A,XR_008487183
FAM172BP,NR_036433
FAM174A,NM_198507
FAM174A,XM_054352511
FAM174A-DT,NR_172939
FAM174B,NM_207446
FAM174C,NM_017914
FAM177A1,NM_001079519
FAM177A1,NM_001289022
FAM177A1,NM_173607
FAM177B,NM_001324080
FAM177B,NM_001394345
FAM177B,NM_207468
FAM177B,NR_136691
FAM177B,XM_054336590
FAM177B,XM_054336591
FAM177B,XM_054336592
FAM177B,XM_054336593
FAM178B,NM_001122646
FAM178B,NM_001172667
FAM178B,NM_016490
FAM180A,NM_001369697
FAM180A,NM_205855
FAM180B,NM_001164379
FAM180B,NM_001367966
FAM180B,NM_001367967
FAM180B,NM_001367968
FAM181A,NM_001207071
FAM181A,NM_001207072
FAM181A,NM_001207073
FAM181A,NM_001207074
FAM181A,NM_138344
FAM181A-AS1,NR_027004
FAM181B,NM_175885
FAM182A,NR_026713
FAM182B,NR_026714
FAM182B,NR_027061
FAM183BP,NR_028347
FAM183DP,XR_007072341
FAM184A,NM_001100411
FAM184A,NM_001288576
FAM184A,NM_024581
FAM184B,NM_015688
FAM185A,NM_001145268
FAM185A,NM_001145269
FAM185A,NM_001350987
FAM185A,NR_026879
FAM185A,NR_146976
FAM185A,NR_146977
FAM185A,NR_146978
FAM185A,NR_146979
FAM185A,NR_146980
FAM185A,NR_146981
FAM185A,NR_146982
FAM185A,NR_146983
FAM185A,NR_146984
FAM185A,NR_146985
FAM185A,NR_146986
FAM185A,NR_146987
FAM185A,NR_146989
FAM185BP,NR_146190
FAM186A,NM_001145475
FAM186B,NM_032130
FAM186B,NR_027450
FAM186B,XM_054373396
FAM186B,XM_054373397
FAM186B,XM_054373398
FAM186B,XM_054373399
FAM186B,XM_054373400
FAM186B,XM_054373401
FAM186B,XM_054373402
FAM186B,XM_054373403
FAM187A,NM_001258400
FAM187B,NM_152481
FAM193A,NM_001256666
FAM193A,NM_001256667
FAM193A,NM_001256668
FAM193A,NM_001366316
FAM193A,NM_001366318
FAM193A,NM_003704
FAM193A,NR_046335
FAM193A,NR_046336
FAM193A,XM_054351139
FAM193A,XM_054351140
FAM193A,XM_054351141
FAM193A,XM_054351142
FAM193A,XM_054351143
FAM193A,XM_054351144
FAM193B,NM_001190946
FAM193B,NM_001366498
FAM193B,NM_001366499
FAM193B,NM_001366500
FAM193B,NM_001410826
FAM193B,XM_054352840
FAM193B,XM_054352841
FAM193B,XM_054352842
FAM193B,XM_054352843
FAM193B,XM_054352844
FAM193B,XM_054352845
FAM193B,XM_054352846
FAM193B,XM_054352847
FAM193B,XM_054352848
FAM193B,XM_054352849
FAM193B,XM_054352850
FAM193B,XM_054352851
FAM193B,XM_054352852
FAM193B,XM_054352853
FAM193B,XR_008487127
FAM193B,XR_008487128
FAM193B,XR_008487129
FAM193B-DT,XR_007076169
FAM193B-DT,XR_007076170
FAM197Y2,NR_001553
FAM197Y3,NR_145461
FAM197Y4,NR_145470
FAM197Y5,NR_046300
FAM197Y6,NR_145469
FAM197Y7,NR_145460
FAM197Y8,NR_145468
FAM197Y9,NR_145462
FAM199X,NM_207318
FAM199X,XM_054326467
FAM199X,XM_054326468
FAM200A,NM_145111
FAM200A,XM_054357531
FAM200B,NM_001145191
FAM200B,XM_054349762
FAM200B,XM_054349763
FAM200B,XM_054349764
FAM200B,XM_054349765
FAM200B,XM_054349766
FAM200B,XM_054349767
FAM200B,XM_054349768
FAM200B,XM_054349769
FAM200B,XM_054349770
FAM200B,XM_054349771
FAM200B,XM_054349772
FAM200B,XM_054349773
FAM200B,XM_054349774
FAM200B,XM_054349775
FAM200B,XM_054349776
FAM200B,XM_054349777
FAM200B,XM_054349778
FAM200B,XM_054349779
FAM200B,XM_054349780
FAM200B,XM_054349781
FAM200B,XM_054349782
FAM200B,XM_054349783
FAM200B,XM_054349784
FAM200C,NM_001303251
FAM200C,NM_022090
FAM201A,NR_027294
FAM201B,NR_135203
FAM204A,NM_001134672
FAM204A,NM_022063
FAM204A,XM_054366525
FAM204A,XM_054366526
FAM204A,XM_054366527
FAM209A,NM_001012971
FAM209A,XM_054323141
FAM209A,XM_054323142
FAM209B,NM_001013646
FAM20A,NM_001243746
FAM20A,NM_017565
FAM20A,NR_027751
FAM20A,XM_054316546
FAM20A,XM_054316547
FAM20A,XM_054316548
FAM20A,XM_054316549
FAM20A,XR_008484843
FAM20A,XR_008484844
FAM20A,XR_008484845
FAM20A,XR_008484846
FAM20B,NM_001324310
FAM20B,NM_001324311
FAM20B,NM_014864
FAM20B,XM_054339938
FAM20B,XM_054339939
FAM20B,XM_054339940
FAM20B,XM_054339941
FAM20C,NM_020223
FAM20C,XM_054358673
FAM20C,XR_008487704
FAM20C,XR_008487705
FAM20C,XR_008487706
FAM210A,NM_001098801
FAM210A,NM_152352
FAM210A,XM_054318175
FAM210B,NM_080821
FAM215A,NR_026770
FAM216A,NM_013300
FAM216A,XM_054371890
FAM216A,XM_054371891
FAM216B,NM_001318932
FAM216B,NM_182508
FAM217A,NM_173563
FAM217A,XM_054354668
FAM217A,XM_054354669
FAM217A,XM_054354670
FAM217A,XM_054354671
FAM217A,XM_054354672
FAM217A,XM_054354673
FAM217A,XM_054354674
FAM217A,XM_054354675
