"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
897.573713789482,4.07508236193605,0.150718757267785,27.0376589869021,5.33512825685568e-161,7.74340515200034e-157,"Rimbp2"
2529.43727664354,-3.90968697960467,0.154818267342737,-25.2533957827432,1.03935445233283e-140,7.54259526057933e-137,"Fst"
648.658080469352,-3.95644113731925,0.181679506287869,-21.777035936295,3.83068129465082e-105,1.85328361035207e-101,"Apln"
1890.19080938918,-4.38560344653374,0.209949327132891,-20.8888664061199,6.76050580662781e-97,2.4530495319349e-93,"Upp1"
3405.13755247115,2.78008495796789,0.1421656538313,19.5552503930863,3.72173754373477e-85,1.08034597419533e-81,"Capn2"
578.57257998678,7.73406819289339,0.400165270571199,19.3271849449947,3.17262830142841e-83,7.67458786115531e-80,"Hoxb2"
1447.47111519319,6.98501013543975,0.373845988095905,18.6841917737735,6.65795704467157e-78,1.38047983637662e-74,"Tmem132c"
3339.26798837449,5.87650635228591,0.332037840627401,17.6983031246739,4.32132552510864e-70,7.83996483392836e-67,"Crabp1"
1182.20219817099,2.61000236642724,0.150907973930371,17.2953244182544,5.10150071147794e-67,8.22702014737676e-64,"Mogat2"
362.556126346552,6.29806824403131,0.369486576722377,17.0454588632147,3.77767705480869e-65,5.48292047734934e-62,"Foxl2os"
477.654968815687,2.92341521992116,0.172594195967105,16.938085336765,2.35671056211912e-64,3.10957246350881e-61,"Vash1"
617.893181117748,-4.28346552315368,0.253985228947311,-16.865018256799,8.13769693769251e-64,9.84254444613909e-61,"Igfbp3"
479.006186826801,-2.732028822505,0.162708793403509,-16.7909107145164,2.84446351156818e-63,3.17573410822312e-60,"Arhgef26"
581.18371089524,7.6420393829939,0.461769293131859,16.5494750228264,1.61504811750331e-61,1.67434345553164e-58,"Prrt1"
182.389442666439,3.78757706425496,0.231214004271561,16.3812614905733,2.60288302410201e-60,2.51854961412111e-57,"Stra6"
682.066390087752,-3.21828906386566,0.200371226238455,-16.0616328216492,4.7390976845531e-58,4.29895398710023e-55,"Ppp4r4"
306.258798797617,-1.69417194200288,0.107763359762858,-15.7212242243657,1.08212387750463e-55,9.23879174006008e-53,"Frmd5"
896.088543739989,-5.52944571181581,0.353065108177979,-15.6612635566028,2.78312384834519e-55,2.24412552971567e-52,"Foxa2"
