"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
2062.53932620025,2.48608836036735,0.290325956608969,8.56309366687384,1.09878595887817e-17,1.1813983846753e-15,"Plxna2"
751.76605287789,2.81936751566269,0.329629695796796,8.55313569017979,1.19788940077916e-17,1.27848269502276e-15,"Sema6d"
255.274574474308,4.48308768015779,0.527702615615649,8.49548125685819,1.97114461733173e-17,2.0884061401876e-15,"Mdga1"
216.421027932024,3.45013457492243,0.409277746280305,8.42981228830242,3.46220135953203e-17,3.64158353142082e-15,"Ptpn5"
1505.41045613501,1.84478370981012,0.219479461234709,8.40526808035732,4.2688534765747e-17,4.45772720953106e-15,"Camkk2"
198.958320069229,3.13928211505547,0.374286510715063,8.38737711668521,4.97108356299384e-17,5.15394842263254e-15,"Lama4"
95.408320751048,4.99295225319678,0.598236529990125,8.34611730126075,7.05437454916767e-17,7.26200330362899e-15,"Deup1"
569.749425602067,2.15790295435749,0.259301500704779,8.32198405521111,8.65029497075791e-17,8.84218531694021e-15,"Map6"
834.056760330323,-1.75444602753382,0.211447751318028,-8.29730284005266,1.0650164323211e-16,1.08102891714271e-14,"Dclk2"
1109.90617200577,1.55830145699342,0.188362889587795,8.27286871848023,1.30773669536696e-16,1.31818042592024e-14,"Hsdl2"
2295.15138819843,1.4330486801491,0.174316348457003,8.22096546212689,2.01871401565302e-16,2.0208023404968e-14,"Rnd3"
2368.04131385949,-1.62772731965847,0.198327817288679,-8.20725676262147,2.26299289501421e-16,2.24981793637885e-14,"Nav2"
329.933639399196,3.37912256192215,0.411864754064629,8.20444703892264,2.31654608673109e-16,2.2873922754355e-14,"Lix1l"
9861.70893624921,-1.24814277639635,0.152357638973691,-8.19219032799449,2.565145682165e-16,2.5157492957179e-14,"Lama5"
122.845312410049,4.49908844405807,0.549739798391107,8.18403262275227,2.744997162878e-16,2.67406938383719e-14,"Sidt1"
8156.33767250319,1.29922555763924,0.159196241387196,8.16115723787268,3.31829860403674e-16,3.18974200248962e-14,"Rai14"
8374.43536561562,-1.24043598162469,0.151982779050668,-8.16168772128557,3.30375435193368e-16,3.18974200248962e-14,"Pdzd4"
131.919517396753,4.96046787093712,0.612226775548849,8.1023373512048,5.39131955208862e-16,5.14835548016884e-14,"Hoxb1"
1027.88833623576,-2.27851478346326,0.281277608418357,-8.10059071632296,5.46929621730095e-16,5.18868199961591e-14,"Trim67"
460.433888361062,1.95355374829471,0.241857479776184,8.07729308228355,6.62202598265923e-16,6.24147448949992e-14,"Alcam"
274.741989560122,2.38675907996061,0.296327300982097,8.05446906866271,7.98245392293914e-16,7.47518185106204e-14,"Id4"
1094.57902128816,-1.72087834547436,0.213988409060844,-8.04192317250722,8.84393367977699e-16,8.22882675397198e-14,"Erap1"
406.70109276565,10.8142645782326,1.34868071177571,8.01840234223726,1.07129405950101e-15,9.90435240360325e-14,"Chodl"
328.563619560594,2.20721203391455,0.275600248249659,8.00874472331787,1.1588517112047e-15,1.06460332836305e-13,"Kitl"
103.759179227393,6.24569934979693,0.78296472352478,7.97698690903954,1.49948722162646e-15,1.36887151081182e-13,"Hes7"
439.070686993618,2.40655007771317,0.301829292848463,7.97321577041697,1.54597913660112e-15,1.40249294798533e-13,"Vash1"
474.60887500899,-2.06096333854339,0.258773157366737,-7.96436291737387,1.66077174739028e-15,1.49727341076832e-13,"Marveld3"
348.614511867807,3.45585171349006,0.434290994223639,7.95745654285998,1.75611770809905e-15,1.57345978599122e-13,"D430041D05Rik"
1328.38948514571,-2.02006210584957,0.254118869001991,-7.94928024740163,1.87598235997601e-15,1.67054502791729e-13,"Lefty1"
329.807045057296,-3.59185807615772,0.458529860185676,-7.83342239631513,4.74765931776863e-15,4.20196798764705e-13,"Lypd6b"
31822.631551855,2.14794711003693,0.274469462802438,7.82581452998657,5.0438047276256e-15,4.43701973463549e-13,"Fn1"
943.755763119544,1.77521688305605,0.227250852700242,7.81170614746896,5.64189770063736e-15,4.93326175450309e-13,"Efna3"
1619.82417298904,1.78934437512585,0.230553090893272,7.76109471442382,8.41994041782676e-15,7.31828953082368e-13,"Frmd6"
7401.05668513212,-1.75016317475265,0.227208210580485,-7.70290461898902,1.33007641682506e-14,1.14917018989379e-12,"Slc7a3"
2001.07044808523,-1.36238079221021,0.177593438584103,-7.67134643640014,1.70200161498679e-14,1.46180789594872e-12,"Grb7"
790.36447499856,1.84024405839544,0.241290276693026,7.62668137156903,2.40873955466141e-14,2.05663850799473e-12,"Tmem229a"
652.263421644948,2.62762672732371,0.344930856450645,7.61783609144777,2.57963569293507e-14,2.18967322122529e-12,"Mogat2"
1177.08360057129,-1.50018686244167,0.197158160407935,-7.60905285045098,2.76111836264466e-14,2.33009494382484e-12,"Sptb"
586.303271432818,-2.05941781101831,0.272115235413764,-7.5681826777794,3.78481514767158e-14,3.17552554152907e-12,"Calcr"
470.989819068828,-1.81299092137886,0.239794921624912,-7.56058931145649,4.01247264342127e-14,3.34718623099194e-12,"Pdlim3"
82.5149823673568,4.57439407754793,0.606172531538436,7.54635658916834,4.47603454207002e-14,3.71255093589408e-12,"Col12a1"
78.2209398895842,4.82266636943576,0.641023320351199,7.52338677287676,5.33752255706927e-14,4.40193976794661e-12,"Prss22"
68808.0602128286,-1.42762504498526,0.190477300517406,-7.49498780750939,6.6304526122084e-14,5.43734574385339e-12,"Dnmt3b"
199.683927958013,-2.56142457297579,0.341852788855466,-7.49277073781236,6.74346351932144e-14,5.49895353836801e-12,"Klhl14"
1547.48189495438,1.34781482748478,0.180280920908192,7.47619227090125,7.65069977842057e-14,6.20390543484774e-12,"Ptprn"
397.030321595954,3.07816981689624,0.412556585211071,7.46120635868992,8.57338519511805e-14,6.9134825615077e-12,"Nkx1-2"
394.681023955275,-2.21933968544456,0.297494275366349,-7.46010888011727,8.64510105905694e-14,6.93279789349235e-12,"Prr36"
3720.03516126361,-1.42265735164908,0.19093952228316,-7.45082701914018,9.27569161475594e-14,7.39761888946058e-12,"Arl4c"
315.909944965336,-2.44750992107209,0.329137972816649,-7.43612139349085,1.03684562322287e-13,8.22394219731144e-12,"Foxi3"
1255.66651573754,1.71144745050238,0.23030989764198,7.4310633977305,1.07728059511221e-13,8.49822165111618e-12,"B3gnt2"
228.342728386308,3.04919463076747,0.411746383105703,7.4055164923809,1.30641001664739e-13,1.02500223738578e-11,"Gbx2"
1415.38515846646,1.34980727711355,0.182464063480271,7.39766094960119,1.38604191245984e-13,1.0816343203954e-11,"Grk3"
335.702115380477,2.09898943618917,0.283975630346004,7.39144212350792,1.45244783840102e-13,1.12139789225483e-11,"Lyn"
730.853475516516,2.84924165782504,0.385462101018139,7.39175563641459,1.44902649485145e-13,1.12139789225483e-11,"Plxnd1"
413.848602371398,-1.91168650169555,0.259865085766711,-7.35645766361907,1.88854740835418e-13,1.45038442498735e-11,"Col2a1"
2164.56379754117,2.29606778545517,0.312210631536831,7.35422677361422,1.92035474268342e-13,1.46704995210788e-11,"Fignl2"
423.496259923505,1.92326635571579,0.261727656843046,7.3483497270185,2.00668896552841e-13,1.52497855155209e-11,"Tspan17"
109.020618201907,3.80960350446927,0.519851672235826,7.32825093758876,2.33175812230201e-13,1.76278485131321e-11,"Adra2a"
1174.95292679368,-1.45805088020293,0.199661607551737,-7.30261014163737,2.82238095833994e-13,2.12263521296913e-11,"Sema3e"
148.715637930791,3.36460217011476,0.461298139730282,7.29376921416162,3.01401558274145e-13,2.25507403007692e-11,"Hoxd13"
205.187531844925,3.2827578148029,0.450157498430744,7.29246502889909,3.04334580341308e-13,2.26534176084825e-11,"Tmem200c"
2443.56440668969,-1.36429007384803,0.187763654774638,-7.26599658216875,3.70297949170431e-13,2.74228302663715e-11,"Shroom2"
88.6473439275922,4.75191566314854,0.654163633910536,7.26410857592615,3.75506305592528e-13,2.76673808409926e-11,"Cacna1i"
667.140848560018,-1.66349205211442,0.229041833946293,-7.26283065173365,3.79072413954673e-13,2.77890711543034e-11,"Celsr2"
15050.8306552896,-1.05730990230678,0.146072338537593,-7.23826230819651,4.54469831796671e-13,3.31488925051693e-11,"Slc2a3"
175.021184165006,2.64962744832463,0.366334995988646,7.23279915197277,4.73138896066583e-13,3.43380553820323e-11,"Nod2"
281.721582081591,2.8632074408792,0.395958680542833,7.23107632582756,4.79180928362505e-13,3.46035381849839e-11,"Lhfpl6"
1567.67975604803,1.65698387261146,0.229606271561381,7.21663158999772,5.32910941241555e-13,3.82930807530751e-11,"Tbc1d9"
6735.4250808332,1.15794276222685,0.160663054065031,7.20727468406115,5.70827825043208e-13,4.0815595470454e-11,"Plin3"
5776.72986833479,-1.24216294785387,0.172978210765125,-7.18103709339739,6.91845768232488e-13,4.92261829700714e-11,"Cldn6"
84.5225187832834,4.72597097976101,0.66038173808179,7.15642287972489,8.2809430966504e-13,5.86331166087222e-11,"Zfp536"
5616.74322190318,-1.16215499134224,0.162527018645587,-7.15053411443228,8.64408961794898e-13,6.09072625264706e-11,"Unc5b"
987.560177268489,-1.43422435569308,0.201059178780566,-7.13334434364909,9.79590776567921e-13,6.86896624245574e-11,"Trim12c"
982.638454563359,1.92491585452039,0.271098625722155,7.10042645695005,1.24372505085592e-12,8.67916784287197e-11,"Nrarp"
518.248822755167,-1.71177475794626,0.241743161339817,-7.08096455948974,1.43154513579107e-12,9.89470364095592e-11,"Rassf2"
516.472611394263,1.76817816183468,0.249704987298902,7.08106866811648,1.43046993093633e-12,9.89470364095592e-11,"Vasn"
139.513635813008,3.17897678421632,0.449118733338101,7.07825469801357,1.45981244719333e-12,1.00422642990575e-10,"Septin5"
2559.55118202046,1.75692607161425,0.24825004308245,7.07724377324974,1.47049733354302e-12,1.00680513190457e-10,"Sorbs3"
6897.69707895544,1.55525404958113,0.220404628710988,7.05635838356416,1.70922661077558e-12,1.16476170213181e-10,"Anxa11"
214.140079445362,-2.32852458234244,0.33074817616536,-7.04017361286455,1.92000450035487e-12,1.3022834262921e-10,"Sema3c"
415.338165872152,3.25737670732561,0.462782076350018,7.03868380775824,1.94064182433328e-12,1.31015888745105e-10,"Clstn2"
924.435132039526,-1.44489838926854,0.205575143981047,-7.02856561978986,2.08667485130125e-12,1.402226179011e-10,"Jph4"
3591.66070002785,-1.91266732563475,0.272286541608464,-7.02446516209046,2.14887783593174e-12,1.43737151099305e-10,"Fst"
2025.2606640606,1.67463589450306,0.238607721986553,7.0183642028041,2.24480782247391e-12,1.49465071299123e-10,"Lpar6"
594.520538669933,2.43646637880782,0.3479078825642,7.00319395137077,2.50192094930067e-12,1.65823664744745e-10,"Galnt16"
485.836133180486,-1.7816758655939,0.254676539139131,-6.99583821743614,2.63677665866903e-12,1.73967332729914e-10,"Ahr"
109.403232450035,3.49425406851243,0.499529345274505,6.99509268387874,2.6508362849436e-12,1.74103568669486e-10,"Aldh1a2"
1151.06206265904,-1.41684201068501,0.202617948676631,-6.99267769681267,2.69688594176368e-12,1.76330177678828e-10,"Lratd2"
259.725144569802,2.66483602721357,0.381634735708741,6.98268731294769,2.89586473964568e-12,1.884909268877e-10,"Zeb1"
86.8116909345959,3.861349111669,0.553318864428189,6.9785242468814,2.98296740984755e-12,1.93293624794362e-10,"Mchr1"
